ra,dec,gal_l,gal_b,h_mag,shmag,h_2mass,k_2mass,j_2mass,p,sp,pa_deg,gpa_deg,spa,q,sq,u,su,nhwp,uf
288.859406,11.221649,45.637862,-0.143837,12.00260,0.00990,11.985,10.675,14.681,3.80,1.52,8.9,71.2,11.5,3.894,1.487,1.252,1.791,16,1
288.859893,11.010213,45.450937,-0.242656,12.43900,0.00980,12.364,11.278,14.792,3.60,1.43,23.5,85.8,11.4,2.637,1.516,2.835,1.354,16,1
288.072163,11.607467,45.621407,0.718752,9.53030,0.00060,9.583,8.696,11.450,0.82,0.21,170.9,53.4,7.2,0.807,0.208,-0.264,0.199,16,1
288.358716,11.910759,46.020195,0.610688,9.10600,0.00050,9.109,8.545,10.535,0.73,0.12,153.6,35.9,4.8,0.447,0.121,-0.590,0.123,16,1
288.361427,10.994528,45.209705,0.183339,9.92890,0.00100,9.875,8.686,12.268,4.22,0.55,164.9,47.3,3.7,3.676,0.567,-2.139,0.478,16,1
288.371699,11.316294,45.499432,0.323678,11.41840,0.00400,11.417,11.042,12.531,1.46,0.58,160.9,43.3,11.3,1.232,0.569,-0.966,0.589,16,1
288.371837,11.932242,46.045183,0.609279,10.18420,0.00120,10.196,9.308,12.101,2.34,0.32,23.3,85.7,3.9,1.622,0.325,1.714,0.317,16,1
288.371837,11.850328,45.972610,0.571284,9.13370,0.00060,9.131,8.420,10.760,1.14,0.12,13.2,75.5,3.0,1.026,0.121,0.509,0.120,16,1
288.371856,11.322623,45.505110,0.326477,9.10830,0.00050,9.157,8.745,10.010,1.62,0.15,159.8,42.2,2.6,1.236,0.150,-1.051,0.144,16,1
288.371885,11.638271,45.784761,0.472878,12.27510,0.01100,12.300,11.712,13.783,4.29,1.68,25.8,88.1,11.2,2.863,1.803,3.606,1.590,16,1
288.375158,11.107320,45.315878,0.223726,9.89750,0.00100,9.875,8.622,12.538,3.22,0.20,168.9,51.3,1.7,2.990,0.199,-1.217,0.174,16,1
288.375208,11.291508,45.479070,0.309131,10.82210,0.00240,10.805,9.971,12.669,1.79,0.42,159.7,42.0,6.8,1.395,0.463,-1.198,0.365,16,1
288.375248,11.202577,45.400305,0.267839,11.63060,0.00480,11.668,10.768,13.932,2.36,0.65,160.6,42.9,7.9,1.908,0.639,-1.539,0.668,16,1
288.372342,11.796739,45.925362,0.545989,10.62592,0.00134,10.591,9.666,12.667,2.01,0.36,17.8,80.1,5.1,1.658,0.347,1.185,0.382,32,1
288.375417,10.997376,45.218599,0.172494,8.95860,0.00040,8.989,8.366,10.449,0.80,0.10,128.1,10.5,3.8,-0.190,0.114,-0.781,0.104,16,1
288.375451,11.661481,45.806943,0.480550,11.16660,0.00440,11.146,10.296,13.231,1.87,0.56,4.3,66.6,8.6,1.934,0.560,0.290,0.697,16,1
288.322166,11.850701,45.950394,0.614525,8.82855,0.00035,8.920,8.610,9.937,0.65,0.11,117.5,179.9,5.0,-0.378,0.132,-0.542,0.106,32,1
288.327146,11.971492,46.059681,0.666218,9.46226,0.00081,9.518,9.005,10.912,0.41,0.16,6.1,68.5,10.7,0.427,0.163,0.092,0.158,32,1
288.370819,11.705431,45.843776,0.504956,8.67570,0.00040,8.728,8.439,9.579,1.11,0.14,172.7,55.1,3.7,1.080,0.142,-0.280,0.150,16,1
288.370879,11.330599,45.511731,0.331026,8.81250,0.00040,8.786,7.591,11.176,3.88,0.13,171.7,54.0,1.0,3.723,0.131,-1.115,0.107,16,1
288.328809,11.279799,45.447591,0.344011,11.47150,0.00430,11.485,10.876,13.180,2.45,0.60,147.9,30.3,7.0,1.099,0.641,-2.271,0.587,16,1
288.328839,11.253147,45.423991,0.331624,10.23680,0.00140,10.273,9.474,12.170,1.65,0.32,141.7,24.0,5.6,0.387,0.373,-1.633,0.320,16,1
288.330474,11.656300,45.781922,0.517172,10.52620,0.00210,10.588,10.251,11.410,1.17,0.46,12.8,75.2,11.2,1.129,0.454,0.543,0.458,16,1
288.836107,11.811251,46.149115,0.150736,9.01210,0.00060,9.117,8.700,10.131,0.37,0.16,140.4,22.7,12.2,0.075,0.165,-0.390,0.155,16,1
288.097516,10.950342,45.050461,0.392433,8.17900,0.00020,8.244,7.506,9.884,1.06,0.17,18.3,80.8,4.6,0.857,0.165,0.639,0.174,16,1
288.333062,11.631599,45.761212,0.503471,9.44000,0.00090,9.468,9.123,10.616,1.74,0.22,171.5,53.9,3.7,1.677,0.225,-0.512,0.214,16,1
288.323153,11.129132,45.311532,0.279050,9.44470,0.00080,9.537,9.083,10.636,0.63,0.14,160.8,43.2,6.1,0.506,0.125,-0.401,0.149,16,1
288.334758,11.535601,45.676929,0.457479,10.01040,0.00140,10.055,9.438,11.549,0.64,0.22,166.0,48.4,9.8,0.601,0.221,-0.319,0.217,16,1
288.334761,11.513971,45.657767,0.447445,10.80430,0.00290,10.824,9.986,12.840,1.42,0.53,11.6,74.0,10.7,1.397,0.547,0.599,0.449,16,1
288.334772,11.615755,45.747951,0.494639,10.75640,0.00310,10.782,10.329,12.036,1.42,0.40,3.2,65.6,8.0,1.464,0.397,0.164,0.391,16,1
288.334782,11.566217,45.704066,0.471656,11.00370,0.00330,11.021,10.659,12.045,1.63,0.69,159.9,42.3,12.1,1.349,0.678,-1.138,0.693,16,1
288.335584,11.326836,45.492345,0.359940,11.86810,0.00640,11.685,10.690,13.615,2.08,0.78,151.8,34.1,10.7,1.226,0.801,-1.849,0.764,16,1
288.335623,11.069717,45.264568,0.240653,12.33180,0.00940,12.354,11.527,14.356,3.00,1.27,157.1,39.4,12.1,2.270,1.307,-2.342,1.232,16,1
288.846834,11.232949,45.642125,-0.127664,9.87330,0.00150,10.152,8.456,13.203,2.42,0.33,42.0,104.2,3.9,0.259,0.257,2.427,0.333,16,1
288.846858,11.122702,45.544552,-0.178986,8.96250,0.00060,8.735,7.816,11.307,1.44,0.26,29.1,91.4,5.3,0.768,0.333,1.242,0.233,16,1
288.100784,11.867083,45.864517,0.814112,9.62780,0.00070,9.588,8.906,11.213,1.44,0.33,11.4,73.9,6.6,1.358,0.332,0.573,0.335,16,1
288.327292,11.049921,45.243238,0.238715,11.27254,0.00273,11.354,10.072,13.996,4.10,0.59,1.7,64.1,4.1,4.135,0.592,0.253,0.560,32,1
288.329756,11.904234,46.001271,0.632768,10.85720,0.00270,10.879,10.613,11.791,1.12,0.36,149.2,31.6,9.4,0.558,0.344,-1.034,0.371,16,1
288.338776,11.283969,45.455818,0.337285,9.20760,0.00070,9.256,8.961,10.144,1.59,0.22,145.9,28.2,3.9,0.592,0.144,-1.487,0.226,16,1
288.338812,11.453028,45.605614,0.415663,10.98140,0.00260,10.781,9.877,12.661,2.36,0.55,153.9,36.2,6.7,1.484,0.526,-1.918,0.566,16,1
288.340558,11.332658,45.499765,0.358319,10.51030,0.00220,10.504,9.663,12.536,2.57,0.44,164.1,46.5,4.9,2.219,0.453,-1.371,0.394,16,1
288.102136,11.152664,45.231883,0.482114,10.68010,0.00220,10.608,9.708,11.798,2.23,0.47,27.1,89.6,6.0,1.333,0.447,1.853,0.479,16,1
288.331497,11.172906,45.354110,0.292099,12.07730,0.00780,12.166,11.774,13.282,2.93,1.32,123.2,5.6,13.0,-1.283,1.145,-2.950,1.356,16,1
288.340585,11.470762,45.622132,0.422349,9.51740,0.00080,9.500,8.531,11.552,2.88,0.16,164.6,47.0,1.6,2.476,0.164,-1.474,0.137,16,1
288.804999,11.063828,45.473327,-0.170018,9.68430,0.00080,9.833,8.300,12.877,2.82,0.18,38.8,101.1,1.8,0.603,0.195,2.762,0.181,16,1
288.102710,11.118731,45.202068,0.465900,9.71730,0.00110,9.572,7.739,12.166,1.19,0.26,11.3,73.7,6.3,1.125,0.248,0.470,0.331,16,1
288.344026,11.835244,45.946621,0.588402,8.21290,0.00030,8.284,7.610,9.759,0.70,0.16,70.3,132.6,6.6,-0.557,0.134,0.459,0.198,16,1
288.344769,11.253549,45.431594,0.317969,11.26930,0.00310,11.308,10.691,12.809,1.57,0.61,141.3,23.6,11.2,0.366,0.660,-1.648,0.612,16,1
288.344771,11.100479,45.295985,0.246968,10.62360,0.00210,10.626,9.960,12.230,1.15,0.30,169.5,51.8,7.5,1.105,0.293,-0.426,0.335,16,1
288.336544,11.319059,45.485891,0.355499,8.97900,0.00050,9.045,8.754,9.959,1.46,0.18,156.9,39.3,3.5,1.016,0.155,-1.058,0.196,16,1
287.903889,11.296283,45.269199,0.720959,8.83760,0.00060,8.815,8.250,10.237,0.71,0.24,92.4,154.8,9.5,-0.748,0.237,-0.062,0.242,16,1
288.103543,10.952881,45.055452,0.388364,12.07190,0.00670,12.019,11.331,13.609,3.50,1.23,5.3,67.7,10.0,3.648,1.225,0.680,1.250,16,1
288.341589,10.814536,45.041212,0.117104,11.18120,0.00680,11.212,10.025,13.664,2.17,0.87,55.0,117.3,11.5,-0.798,0.888,2.198,0.868,16,1
287.912281,11.463010,45.420840,0.790778,9.73900,0.00090,9.841,9.115,11.459,1.05,0.18,55.0,117.5,4.8,-0.367,0.187,1.002,0.175,16,1
287.916945,11.090809,45.092940,0.614561,11.67930,0.00620,11.649,10.892,13.459,3.35,1.57,7.7,70.1,13.4,3.570,1.568,0.977,1.622,16,1
288.777528,11.115404,45.506443,-0.122163,12.06620,0.00720,12.024,11.647,13.169,2.94,1.01,177.1,59.4,9.8,3.097,1.009,-0.315,1.182,16,1
288.060509,11.249925,45.299183,0.563344,9.66600,0.00090,9.669,9.367,10.533,0.52,0.18,59.1,121.5,10.1,-0.259,0.197,0.483,0.179,16,1
288.061275,11.835260,45.818404,0.833654,10.90760,0.00240,10.901,10.505,12.086,1.19,0.59,6.2,68.6,14.3,1.296,0.592,0.284,0.591,16,1
288.350533,11.284890,45.461982,0.327498,12.09690,0.00730,12.108,11.678,13.221,2.38,1.09,121.2,3.6,13.1,-1.215,1.229,-2.322,1.047,16,1
287.932647,11.324093,45.306902,0.708821,9.96500,0.00120,9.949,9.544,11.018,1.28,0.47,92.9,155.4,10.5,-1.359,0.469,-0.139,0.458,16,1
287.932667,11.372527,45.349855,0.731209,11.87750,0.00670,11.841,11.490,12.840,2.09,1.03,110.9,173.4,14.1,-1.738,1.015,-1.555,1.048,16,1
288.063813,11.133305,45.197312,0.506476,12.45160,0.01170,12.430,11.799,13.963,4.43,1.54,25.3,87.7,10.0,2.977,1.552,3.623,1.533,16,1
288.353406,11.735993,45.862944,0.534236,11.79190,0.00530,11.803,11.207,13.249,1.75,0.85,16.7,79.0,13.8,1.625,0.873,1.068,0.780,16,1
287.934897,11.463907,45.431888,0.771542,10.49110,0.00170,10.505,9.994,11.933,0.77,0.29,91.3,153.7,10.8,-0.826,0.291,-0.037,0.289,16,1
288.787095,10.975602,45.387052,-0.195502,11.68740,0.00500,11.686,10.521,14.191,3.31,0.77,40.1,102.4,6.6,0.580,0.858,3.343,0.764,16,1
288.788657,11.746995,46.070625,0.161960,10.07600,0.00170,10.039,9.113,12.192,2.52,0.30,21.2,83.5,3.4,1.875,0.318,1.710,0.281,16,1
288.070488,10.954283,45.041665,0.417777,8.87230,0.00040,8.890,8.628,9.772,0.46,0.20,31.5,93.9,12.1,0.227,0.193,0.446,0.196,16,1
288.357419,11.134166,45.331586,0.251599,10.27750,0.00150,10.252,9.239,12.787,4.16,0.22,179.8,62.2,1.5,4.168,0.220,-0.030,0.252,16,1
288.072177,11.626955,45.638688,0.727762,8.19830,0.00020,8.314,7.886,9.495,0.55,0.13,133.5,15.9,6.7,-0.030,0.124,-0.564,0.128,16,1
288.358275,11.875440,45.988702,0.594690,10.37430,0.00170,10.340,9.702,11.904,0.57,0.23,0.9,63.3,11.7,0.619,0.234,0.020,0.209,16,1
287.936832,11.369423,45.348992,0.726153,10.67560,0.00190,10.619,9.769,12.643,1.01,0.38,51.7,114.1,10.8,-0.249,0.384,1.052,0.381,16,1
288.943115,11.198135,45.655274,-0.227456,12.17583,0.00555,12.159,11.654,13.437,2.51,1.12,29.9,92.1,11.6,1.383,1.352,2.374,1.024,32,1
288.665753,10.977966,45.333757,-0.088941,8.52760,0.00040,8.483,7.330,10.672,1.78,0.10,28.8,91.1,1.6,0.953,0.114,1.504,0.097,16,1
288.362274,11.332653,45.509637,0.339453,10.58960,0.00200,10.650,10.222,11.731,1.33,0.35,156.9,39.3,7.5,0.955,0.395,-0.995,0.296,16,1
287.829589,11.387673,45.316551,0.827811,10.80360,0.00260,10.868,10.597,11.787,0.91,0.34,65.2,127.7,10.5,-0.630,0.337,0.737,0.333,16,1
288.668456,11.846269,46.103807,0.312289,9.04290,0.00050,9.087,8.629,10.174,1.50,0.13,173.2,55.5,2.5,1.461,0.130,-0.352,0.127,16,1
288.367229,11.039887,45.252530,0.199336,10.31999,0.00120,10.361,9.247,12.750,1.38,0.54,3.3,65.6,10.4,1.471,0.539,0.169,0.371,32,1
288.367245,11.775655,45.904368,0.540629,12.28240,0.00810,12.216,11.283,14.532,4.65,1.35,20.3,82.7,8.3,3.677,1.211,3.153,1.523,16,1
287.916306,11.510554,45.464821,0.809271,7.42860,0.00020,7.578,7.135,8.837,0.89,0.27,78.5,141.0,8.8,-0.852,0.270,0.361,0.275,16,1
287.920741,11.383196,45.353906,0.746510,10.41200,0.00140,10.439,9.676,12.122,1.15,0.23,38.3,100.8,5.7,0.271,0.237,1.138,0.228,16,1
288.808315,11.061264,45.472571,-0.174092,10.81760,0.00310,10.785,9.482,13.526,2.71,0.48,38.0,100.3,5.1,0.668,0.522,2.672,0.478,16,1
288.671930,11.039824,45.391346,-0.065558,10.84153,0.00218,10.781,9.533,13.554,1.56,0.35,138.9,21.2,6.2,0.218,0.350,-1.579,0.348,32,1
288.368509,11.935244,46.046332,0.613556,11.54268,0.00466,11.490,10.785,13.280,3.18,0.90,26.6,89.0,7.8,1.977,0.865,2.643,0.912,32,1
288.949157,11.215943,45.673793,-0.224409,11.92360,0.00490,11.905,10.274,15.331,2.49,0.96,8.7,71.0,11.0,2.543,0.918,0.799,1.294,16,1
287.922935,11.108046,45.110942,0.617324,9.40990,0.00100,9.426,8.522,11.230,1.90,0.25,31.1,93.6,3.8,0.892,0.254,1.692,0.251,16,1
287.925191,11.438817,45.405241,0.768370,9.20970,0.00060,9.215,8.773,10.462,0.93,0.28,84.0,146.4,8.8,-0.951,0.285,0.203,0.287,16,1
287.927331,11.295026,45.278719,0.699997,11.37370,0.00560,11.330,10.961,12.254,2.04,0.95,99.6,162.0,13.4,-2.126,0.955,-0.736,0.953,16,1
288.821478,11.274189,45.667058,-0.086462,9.14360,0.00080,9.193,8.154,11.347,1.74,0.15,28.4,90.7,2.5,0.955,0.167,1.461,0.145,16,1
288.821652,11.170781,45.575603,-0.134725,10.78910,0.00420,10.944,9.797,13.293,1.80,0.63,36.4,98.7,10.0,0.566,0.767,1.826,0.618,16,1
288.821654,11.279325,45.671684,-0.084226,10.46430,0.00260,10.479,9.556,12.550,2.46,0.62,37.2,99.4,7.2,0.686,0.681,2.441,0.616,16,1
287.929085,11.065287,45.075823,0.592192,10.28090,0.00180,10.212,9.307,11.725,1.41,0.56,28.6,91.1,11.4,0.822,0.545,1.278,0.567,16,1
288.325722,11.298442,45.462704,0.355339,10.42020,0.00180,10.446,10.017,11.603,1.35,0.23,138.1,20.5,4.9,0.150,0.237,-1.367,0.233,16,1
288.698820,11.593699,45.893999,0.168563,9.18460,0.00060,9.185,8.285,11.283,2.84,0.10,166.5,48.8,1.0,2.531,0.095,-1.289,0.096,16,1
288.328217,11.141643,45.324920,0.280451,10.88020,0.00240,10.890,9.767,13.285,2.14,0.32,177.3,59.7,4.3,2.158,0.323,-0.204,0.321,16,1
288.778417,11.330218,45.697012,-0.023019,10.18270,0.00180,10.302,9.917,11.262,0.79,0.33,49.0,111.3,12.0,-0.120,0.379,0.847,0.330,16,1
288.779316,11.158490,45.545401,-0.103676,10.76580,0.00200,10.744,9.710,12.994,1.39,0.36,5.0,67.3,7.4,1.418,0.363,0.251,0.327,16,1
288.780073,11.706943,46.031260,0.150770,11.07707,0.00250,11.085,10.909,11.511,0.75,0.37,125.1,7.4,12.7,-0.284,0.348,-0.786,0.374,32,1
288.334126,11.240382,45.415087,0.321110,12.20210,0.00790,12.264,11.778,13.550,2.42,1.16,124.2,6.6,13.7,-0.988,1.264,-2.495,1.139,16,1
288.334148,11.142544,45.328417,0.275713,12.21990,0.00900,12.296,12.028,12.564,3.14,1.27,0.9,63.3,11.6,3.386,1.268,0.110,1.214,16,1
288.958205,11.183535,45.649246,-0.247355,9.16660,0.00050,9.202,8.588,10.688,1.42,0.12,21.6,83.8,2.5,1.039,0.121,0.973,0.128,16,1
288.785462,11.054442,45.456099,-0.157411,7.83800,0.00020,7.833,6.859,9.645,0.87,0.13,23.8,86.1,4.4,0.597,0.143,0.653,0.125,16,1
288.703231,10.895820,45.278130,-0.159705,11.58388,0.00262,11.504,10.323,14.266,4.31,0.53,45.1,107.4,3.5,-0.015,0.528,4.345,0.531,32,1
288.787949,11.127978,45.522331,-0.125366,9.09380,0.00050,9.155,7.947,11.773,2.75,0.10,18.2,80.4,1.1,2.217,0.103,1.630,0.104,16,1
288.788720,10.957484,45.371755,-0.205342,11.62280,0.00500,11.618,10.354,14.328,3.39,0.85,52.7,115.0,7.2,-0.932,0.722,3.371,0.856,16,1
288.703703,11.623467,45.922579,0.178167,10.01420,0.00140,10.031,8.861,12.591,2.52,0.30,179.2,61.5,3.4,2.532,0.301,-0.069,0.307,16,1
288.704602,11.838416,46.113298,0.277316,11.85110,0.00650,11.864,11.467,12.909,3.07,1.19,12.2,74.5,11.1,2.996,1.178,1.356,1.222,16,1
288.770969,11.042979,45.439335,-0.150150,9.14305,0.00050,9.220,8.642,10.556,0.90,0.17,24.4,86.7,5.2,0.606,0.145,0.691,0.182,32,1
287.914353,11.188655,45.178517,0.662077,9.82666,0.00112,9.881,9.176,11.586,0.85,0.32,28.0,90.4,10.2,0.507,0.322,0.749,0.322,32,1
288.704875,11.671165,45.965343,0.199326,11.39200,0.00480,11.437,10.885,12.870,1.84,0.81,16.5,78.8,12.5,1.689,0.848,1.096,0.699,16,1
288.341641,11.801362,45.915518,0.574757,10.84564,0.00187,10.902,10.512,12.071,0.89,0.33,29.5,91.8,10.0,0.488,0.331,0.810,0.329,32,1
288.341651,11.681258,45.809111,0.519048,9.73140,0.00100,9.772,9.365,11.037,1.08,0.17,4.8,67.2,4.4,1.080,0.164,0.183,0.213,16,1
288.343327,11.111175,45.304804,0.253185,10.78600,0.00240,10.764,10.297,12.177,1.68,0.37,159.1,41.5,6.4,1.281,0.362,-1.142,0.385,16,1
288.602640,11.820215,46.050803,0.357223,10.54410,0.00200,10.524,9.698,12.605,2.12,0.33,6.8,69.2,4.5,2.083,0.335,0.507,0.325,16,1
288.603515,11.528398,45.792785,0.220891,11.65440,0.00610,11.489,10.770,13.058,2.63,0.91,173.6,55.9,9.9,2.714,0.897,-0.615,1.055,16,1
287.920376,11.412764,45.379957,0.760504,8.65890,0.00040,8.731,8.070,10.121,0.89,0.42,69.3,131.8,13.6,-0.739,0.427,0.649,0.418,16,1
288.344220,11.330084,45.499150,0.353944,9.14480,0.00060,9.110,8.143,11.196,2.34,0.19,160.6,43.0,2.4,1.834,0.172,-1.473,0.223,16,1
288.344977,11.047437,45.249087,0.222186,10.16410,0.00099,10.223,9.931,11.159,0.89,0.22,154.1,36.5,7.0,0.569,0.205,-0.721,0.236,32,1
288.605373,10.890892,45.229107,-0.076910,10.91538,0.00159,10.958,10.166,12.793,2.21,0.34,8.0,70.4,4.3,2.149,0.336,0.617,0.355,48,1
288.800093,10.974650,45.392145,-0.207240,12.08160,0.00730,12.088,11.531,13.410,3.55,1.07,2.7,65.0,8.7,3.692,1.073,0.351,1.165,16,1
288.346673,11.329847,45.500056,0.351704,11.12310,0.00330,11.086,10.400,12.944,1.82,0.47,163.3,45.6,7.3,1.566,0.483,-1.034,0.420,16,1
288.716569,10.998932,45.375509,-0.123361,11.00660,0.00270,11.016,10.175,12.855,1.84,0.55,33.6,95.9,8.5,0.744,0.543,1.773,0.550,16,1
288.716571,11.768880,46.057180,0.234615,11.02010,0.00400,10.956,9.807,13.436,1.78,0.64,19.2,81.5,10.3,1.483,0.677,1.175,0.578,16,1
287.924404,11.193308,45.187204,0.655488,11.84336,0.00655,11.834,11.442,13.059,3.65,1.39,78.9,141.4,10.2,-3.612,1.382,1.472,1.415,32,1
287.926088,11.276770,45.261968,0.692632,10.68840,0.00240,10.646,9.934,12.224,1.19,0.55,26.7,89.1,13.2,0.785,0.546,1.054,0.555,16,1
288.351628,11.724210,45.851697,0.530314,11.93410,0.01010,11.779,10.950,13.119,3.04,0.97,17.9,80.3,9.2,2.585,0.962,1.865,0.989,16,1
288.609725,11.835461,46.067526,0.358165,11.08990,0.00340,11.121,10.724,12.238,1.34,0.64,167.2,49.5,13.6,1.344,0.640,-0.644,0.644,16,1
288.610578,11.439360,45.717155,0.173395,12.12900,0.00790,12.122,11.186,14.337,4.75,1.07,154.2,36.6,6.5,3.030,1.129,-3.811,1.036,16,1
287.928225,11.474224,45.438011,0.782111,10.50450,0.00240,10.547,10.290,11.268,0.99,0.49,84.7,147.2,14.1,-1.086,0.488,0.202,0.475,16,1
287.928685,11.424350,45.393998,0.758642,12.37310,0.00910,12.300,11.966,13.192,2.91,1.45,79.8,142.2,14.2,-3.043,1.445,1.134,1.447,16,1
288.355020,11.840638,45.956390,0.581371,10.79240,0.00250,10.679,9.770,12.729,1.49,0.34,23.9,86.3,6.5,1.029,0.316,1.135,0.360,16,1
288.615216,11.642098,45.898795,0.263567,11.89033,0.00361,11.919,11.386,13.258,2.97,0.82,171.8,54.1,7.6,2.955,0.815,-0.869,0.822,48,1
288.667584,10.964724,45.322868,-0.096687,9.72840,0.00080,9.670,8.700,11.865,1.20,0.17,6.9,69.2,4.0,1.174,0.166,0.288,0.170,16,1
288.668492,11.126719,45.466716,-0.022182,10.17940,0.00120,10.206,9.746,11.453,0.94,0.19,178.3,60.6,5.9,0.954,0.192,-0.056,0.218,16,1
288.670274,11.746943,46.016687,0.264548,9.69480,0.00100,9.496,7.364,12.430,4.98,0.20,29.7,92.0,1.2,2.531,0.184,4.291,0.206,16,1
288.822916,11.150781,45.558476,-0.145128,10.49370,0.00160,10.574,10.037,12.044,1.36,0.29,11.4,73.7,6.1,1.286,0.280,0.540,0.356,16,1
288.362327,11.305817,45.485887,0.326959,10.77270,0.00240,10.760,9.782,13.008,4.20,0.34,170.7,53.1,2.3,3.992,0.337,-1.345,0.399,16,1
288.620808,11.120973,45.439884,0.016577,10.80570,0.00210,10.811,10.456,11.787,1.93,0.61,23.9,86.2,9.1,1.362,0.564,1.500,0.653,16,1
288.621764,11.353173,45.645931,0.123639,9.65801,0.00077,9.754,9.387,10.709,0.66,0.21,152.3,34.7,8.8,0.395,0.202,-0.572,0.220,32,1
288.676396,11.362815,45.679361,0.080694,8.04530,0.00030,8.133,7.675,9.405,0.60,0.08,2.9,65.2,3.9,0.607,0.083,0.062,0.095,16,1
288.736235,11.661712,45.971253,0.167740,10.59080,0.00240,10.611,9.508,13.070,3.66,0.59,10.4,72.7,4.6,3.467,0.587,1.319,0.611,16,1
288.737933,11.774588,46.071957,0.218755,9.72950,0.00110,9.752,9.403,10.721,0.80,0.21,11.3,73.6,7.7,0.760,0.205,0.317,0.249,16,1
288.622678,11.028406,45.358770,-0.028060,10.07640,0.00120,10.146,9.800,11.125,0.69,0.23,159.8,42.1,9.6,0.557,0.251,-0.474,0.204,16,1
288.623654,11.830880,46.069804,0.343964,11.04524,0.00250,11.066,10.337,12.922,2.36,0.48,164.3,46.7,5.7,2.060,0.480,-1.255,0.494,32,1
287.906138,11.297437,45.271243,0.719537,7.77470,0.00020,7.753,6.899,9.415,0.78,0.16,66.1,128.6,6.0,-0.533,0.161,0.587,0.166,16,1
288.369006,11.677108,45.817860,0.493391,11.68350,0.00660,11.706,11.059,13.253,1.74,0.84,161.6,43.9,13.9,1.544,0.862,-1.157,0.802,16,1
288.739710,11.255394,45.613119,-0.024215,11.80450,0.00550,11.794,10.784,14.230,2.03,0.72,170.5,52.7,10.2,2.034,0.722,-0.704,0.736,16,1
288.780161,11.138214,45.527837,-0.113840,9.32700,0.00060,9.398,9.013,10.436,0.38,0.11,162.5,44.8,8.4,0.324,0.101,-0.226,0.131,16,1
288.781097,11.765164,46.083267,0.176963,11.08532,0.00256,11.081,9.854,13.717,1.18,0.39,15.7,78.0,9.0,1.057,0.348,0.644,0.475,32,1
288.369861,11.983038,46.089290,0.634552,9.25990,0.00070,9.207,8.320,11.144,2.61,0.15,42.7,105.1,1.7,0.207,0.151,2.610,0.151,16,1
288.629524,10.984406,45.322931,-0.054456,12.11420,0.00810,12.163,11.770,13.253,4.51,1.19,177.3,59.6,7.5,4.641,1.187,-0.441,1.098,16,1
288.784693,10.900266,45.319264,-0.228456,10.53121,0.00151,10.579,9.343,13.303,2.17,0.36,42.1,104.4,4.8,0.223,0.438,2.185,0.364,32,1
288.691677,11.238579,45.576329,0.009676,10.42970,0.00170,10.321,8.983,13.119,2.96,0.30,128.5,10.8,2.9,-0.671,0.291,-2.903,0.296,16,1
288.692480,11.648855,45.939947,0.199702,10.17526,0.00141,10.285,9.425,12.309,1.95,0.32,175.2,57.5,4.7,1.952,0.325,-0.333,0.268,32,1
288.375806,11.467089,45.634889,0.390065,10.25810,0.00180,10.269,9.669,11.933,2.47,0.29,0.7,63.1,3.4,2.486,0.290,0.064,0.296,16,1
288.787988,10.952964,45.367420,-0.206808,10.83070,0.00240,10.820,10.130,12.565,1.18,0.53,37.3,99.6,12.9,0.345,0.588,1.249,0.528,16,1
288.701218,11.115081,45.471338,-0.056023,8.75420,0.00040,8.755,8.133,10.220,0.86,0.09,177.1,59.4,3.0,0.859,0.091,-0.087,0.113,16,1
288.750524,10.992263,45.385104,-0.155971,11.78180,0.00580,11.767,10.918,13.476,3.76,0.97,30.3,92.5,7.4,1.911,1.054,3.378,0.949,16,1
288.323275,11.548447,45.683093,0.473404,12.03860,0.00900,12.080,11.140,14.220,3.69,1.60,1.3,63.7,12.4,4.015,1.601,0.182,1.758,16,1
288.324083,11.140951,45.322426,0.283723,10.01720,0.00120,10.035,9.589,11.279,0.66,0.20,163.0,45.4,8.7,0.574,0.193,-0.387,0.218,16,1
288.324878,11.919538,46.012618,0.644093,10.66286,0.00212,10.695,10.211,12.045,0.83,0.28,172.4,54.9,9.3,0.845,0.281,-0.228,0.305,32,1
288.754747,11.697325,46.011212,0.168251,9.94930,0.00120,10.007,9.671,10.986,1.22,0.26,169.4,51.7,6.1,1.159,0.258,-0.447,0.279,16,1
288.642313,11.163142,45.487028,0.017489,11.76460,0.00500,11.878,11.573,12.394,1.67,0.61,164.2,46.5,10.5,1.514,0.613,-0.928,0.613,16,1
287.927999,11.140240,45.141784,0.627812,8.71850,0.00050,8.691,7.811,10.353,1.00,0.23,30.9,93.4,6.5,0.483,0.220,0.902,0.228,16,1
288.795799,11.246376,45.630722,-0.077108,10.01900,0.00180,10.105,9.473,11.599,1.14,0.37,11.7,73.9,9.3,1.103,0.377,0.476,0.327,16,1
288.325740,11.952866,46.042539,0.658800,11.72958,0.00548,11.765,11.425,12.774,2.58,0.81,172.5,54.9,8.6,2.609,0.806,-0.696,0.820,32,1
288.325755,11.717006,45.833565,0.549417,8.38060,0.00030,8.472,8.029,9.592,1.16,0.16,173.7,56.0,3.9,1.146,0.156,-0.258,0.184,16,1
288.327376,11.584739,45.717111,0.486674,7.88700,0.00030,7.843,7.317,9.344,0.97,0.18,154.5,36.9,5.4,0.625,0.186,-0.770,0.183,16,1
287.938108,11.312339,45.298958,0.698636,10.28520,0.00230,10.274,9.861,11.325,0.99,0.35,85.0,147.5,10.0,-1.036,0.347,0.182,0.342,16,1
